Sample_ID_for_Batchregistration	Plate_Position_	breed	origin
1278_Sheep	14_F_4	Friesian-Dutch_Milksheep	
1279_Sheep	14_G_4	Flevolander	
1280_Sheep	14_H_4	Flevolander	
1281_Sheep	14_A_5	Flevolander	
1282_Sheep	14_B_5	Flevolander	
1283_Sheep	14_C_5	Friesian-Dutch_Milksheep	
1284_Sheep	14_D_5	Flevolander	
1285_Sheep	14_E_5	Flevolander	
1286_Sheep	14_F_5	North-Holland_sheep	
1287_Sheep	14_G_5	North-Holland_sheep	
1288_Sheep	14_H_5	North-Holland_sheep	
1289_Sheep	14_A_6	Flevolander	
1290_Sheep	14_B_6	Flevolander	
1291_Sheep	14_C_6	North-Holland_sheep	
1292_Sheep	14_D_6	North-Holland_sheep	
1293_Sheep	14_E_6	Flevolander	
1294_Sheep	14_F_6	Flevolander	
1295_Sheep	14_G_6	Friesian-Dutch_Milksheep	
1296_Sheep	14_H_6	Friesian-Dutch_Milksheep	
1297_Sheep	14_A_7	Friesian-Dutch_Milksheep	
1298_Goat	14_B_7	Dutch_Landrace_goat	
1299_Goat	14_C_7	Dutch_Landrace_goat	
1300_Goat	14_D_7	Dutch_Landrace_goat	
1301_Goat	14_E_7	Dutch_Landrace_goat	
1302_Goat	14_F_7	Dutch_Landrace_goat	
1303_Goat	14_G_7	Dutch_Landrace_goat	
1304_Goat	14_H_7	Dutch_Landrace_goat	
1305_Goat	14_A_8	Dutch_Landrace_goat	
1306_Goat	14_B_8	Dutch_Landrace_goat	
1307_Goat	14_C_8	Dutch_Landrace_goat	
1308_Goat	14_D_8	Dutch_Landrace_goat	
1309_Goat	14_E_8	Dutch_Landrace_goat	
1310_Goat	14_F_8	Saanen	
1311_Goat	14_G_8	Saanen	
1312_Goat	14_H_8	Saanen	
1313_Goat	14_A_9	Saanen	
1314_Goat	14_B_9	Saanen	
1315_Goat	14_C_9	Dutch_Milkgoat	
1316_Goat	14_D_9	Dutch_Pied_goat	
1317_Goat	14_E_9	Dutch_White_goat	
1318_Goat	14_F_9	Dutch_White_goat	
1319_Goat	14_G_9	Dutch_Landrace_goat	
1320_Goat	14_H_9	Dutch_Landrace_goat	
1321_Goat	14_A_10	Dutch_Landrace_goat	
1322_Goat	14_B_10	Dutch_Landrace_goat	
1323_Goat	14_C_10	Dutch_Landrace_goat	
1324_Goat	14_D_10	Dutch_Landrace_goat	
1325_Goat	14_E_10	Dutch_White_goat	
1326_Goat	14_F_10	Dutch_White_goat	
1327_Goat	14_G_10	Dutch_White_goat	
1328_Goat	14_H_10	Dutch_White_goat	
1329_Goat	14_A_11	Dutch_White_goat	
1330_Goat	14_B_11	Dutch_White_goat	
1331_Goat	14_C_11	Dutch_White_goat	
1332_Goat	14_D_11	Dutch_White_goat	
1333_Goat	14_E_11	Dutch_White_goat	
1334_Goat	14_F_11	Dutch_Milkgoat	
1335_Goat	14_G_11	Dutch_Pied_goat	
1336_Goat	14_H_11	Dutch_Pied_goat	
1337_Goat	14_A_12	Dutch_Pied_goat	
1338_Goat	14_B_12	Dutch_Pied_goat	
1339_Goat	14_C_12	Dutch_Pied_goat	
1340_Goat	14_D_12	Dutch_Pied_goat	
1341_Goat	14_E_12	Dutch_Pied_goat	
1342_Sheep	14_F_12	Churra	
1343_Chicken-Sheep	14_G_12	mix_C_S	
1344_Horse-Goat	14_H_12	mixH_G	
1345_Goat	15_A_1	Dutch_Pied_goat	
1346_Goat	15_B_1	Dutch_Pied_goat	
1347_Goat	15_C_1	Toggenburg	
1348_Goat	15_D_1	Toggenburg	
1349_Goat	15_E_1	Toggenburg	
1350_Goat	15_F_1	Toggenburg	
1351_Goat	15_G_1	Toggenburg	
1352_Goat	15_H_1	Toggenburg	
1353_Goat	15_A_2	Toggenburg	
1354_Goat	15_B_2	Toggenburg	
1355_Goat	15_C_2	Dutch_Pied_goat	
1356_Goat	15_D_2	Dutch_Pied_goat	
1357_Goat	15_E_2	Dutch_White_goat	
1358_Goat	15_F_2	Dutch_White_goat	
1359_Goat	15_G_2	Dutch_White_goat	
1360_Goat	15_H_2	Dutch_White_goat	
1361_Goat	15_A_3	Dutch_White_goat	
1362_Goat	15_B_3	Toggenburg	
1363_Goat	15_C_3	Toggenburg	
1364_Goat	15_D_3	Toggenburg	
1365_Goat	15_E_3	Dutch_Pied_goat	
1366_Goat	15_F_3	Dutch_Pied_goat	
1367_Goat	15_G_3	Dutch_Pied_goat	
1368_Goat	15_H_3	Dutch_Pied_goat	
1369_Goat	15_A_4	Dutch_Pied_goat	
1370_Goat	15_B_4	Dutch_White_goat	
1371_Goat	15_C_4	Dutch_White_goat	
1372_Goat	15_D_4	Dutch_Landrace_goat	
1373_chicken	15_E_4	Barbezieux	
1374_chicken	15_F_4	Barbezieux	
1375_chicken	15_G_4	Barbezieux	
1376_chicken	15_H_4	DPF-	
1377_chicken	15_A_5	DPF-	
1378_chicken	15_B_5	DPF-	
1379_chicken	15_C_5	DPF-	
1380_chicken	15_D_5	DPF+	
1381_chicken	15_E_5	DPF+	
1382_chicken	15_F_5	DPF+	
1383_chicken	15_G_5	DPF+	
1384_chicken	15_H_5	DPF+	
1385_chicken	15_A_6	DWNA	
1386_chicken	15_B_6	DWNA	
1387_chicken	15_C_6	DWNA	
1388_chicken	15_D_6	DWNA	
1389_chicken	15_E_6	DWNA	
1390_chicken	15_F_6	Gasconne	
1391_chicken	15_G_6	Gasconne	
1392_chicken	15_H_6	Gasconne	
1393_chicken	15_A_7	Gauloise_Doree	
1394_chicken	15_B_7	Gauloise_Doree	
1395_chicken	15_C_7	Gauloise_Doree	
1396_chicken	15_D_7	Gauloise_Doree	
1397_chicken	15_E_7	Gauloise_Doree	
1398_chicken	15_F_7	Gauloise_Doree	
1399_chicken	15_G_7	Gauloise_Doree	
1400_chicken	15_H_7	Gauloise_Doree	
1401_chicken	15_A_8	Gauloise_Doree	
1402_chicken	15_B_8	Gauloise_Doree	
1403_chicken	15_C_8	Gauloise_Doree	
1404_chicken	15_D_8	Gauloise_Doree	
1405_chicken	15_E_8	Gras	
1406_chicken	15_F_8	Gras	
1407_chicken	15_G_8	Gras	
1408_chicken	15_H_8	Gras	
1409_chicken	15_A_9	Gras	
1410_chicken	15_B_9	Lignee_B13	
1411_chicken	15_C_9	Lignee_B13	
1412_chicken	15_D_9	Lignee_B19	
1413_chicken	15_E_9	Lignee_B19	
1414_chicken	15_F_9	Lignee_B19	
1415_chicken	15_G_9	Lignee_B21	
1416_chicken	15_H_9	Lignee_B21	
1417_chicken	15_A_10	Lignee_B4	
1418_chicken	15_B_10	Lignee_B4	
1419_chicken	15_C_10	Lignee_B4	
1420_chicken	15_D_10	Lignee_B4	
1421_chicken	15_E_10	Lignee_B99	
1422_chicken	15_F_10	Lignee_B99	
1423_chicken	15_G_10	Lignee_B99	
1424_chicken	15_H_10	Lignee_B99	
1425_chicken	15_A_11	Lignee_B99	
1426_chicken	15_B_11	Maigre	
1427_chicken	15_C_11	Maigre	
1428_chicken	15_D_11	Maigre	
1429_chicken	15_E_11	Maigre	
1430_chicken	15_F_11	Maigre	
1431_goat	15_G_11	Poitevine	
1432_goat	15_H_11	Poitevine	
1433_goat	15_A_12	Poitevine	
1434_goat	15_B_12	Rove	
1435_goat	15_C_12	Rove	
1436_goat	15_D_12	Saanen_	
1437_goat	15_E_12	Saanen_	
1438_Cattle	15_F_12	Brandrood_(plaat_1_B1)	
1439_Cattle	15_G_12	Lakenvelder_(plaat_1_B4)	
1440_Cattle	15_H_12	Fries_Hollands_(plaat_1_B8)	
1441_goat	16_A_1	Saanen_	
1442_Horse	16_B_1	Ardennais	
1443_Horse	16_C_1	Ardennais	
1444_Horse	16_D_1	Ardennais	
1445_Horse	16_E_1	Ardennais	
1446_horse	16_F_1	Auxois	
1447_horse	16_G_1	Auxois	
1448_Horse	16_H_1	Auxois	
1449_Horse	16_A_2	Auxois	
1450_horse	16_B_2	Boulonnais	
1451_horse	16_C_2	Boulonnais	
1452_Horse	16_D_2	Boulonnais	
1453_Horse	16_E_2	Boulonnais	
1454_Horse	16_F_2	Boulonnais	
1455_Horse	16_G_2	Boulonnais	
1456_Horse	16_H_2	Boulonnais	
1457_Horse	16_A_3	Boulonnais	
1458_horse	16_B_3	Bretons	
1459_Horse	16_C_3	Bretons	
1460_Horse	16_D_3	Bretons	
1461_Horse	16_E_3	Bretons	
1462_Horse	16_F_3	Bretons	
1463_Horse	16_G_3	Bretons	
1464_Horse	16_H_3	Bretons	
1465_Horse	16_A_4	Bretons	
1466_Horse	16_B_4	Bretons	
1467_horse	16_C_4	Cob_Normand	
1468_horse	16_D_4	Cob_Normand	
1469_horse	16_E_4	Cob_Normand	
1470_horse	16_F_4	Cob_Normand	
1471_horse	16_G_4	Cob_Normand	
1472_horse	16_H_4	Cob_Normand	
1473_Horse	16_A_5	Cob_Normand	
1474_Horse	16_B_5	Cob_Normand	
1475_Horse	16_C_5	Cob_Normand	
1476_Horse	16_D_5	Cob_Normand	
1477_Horse	16_E_5	Cob_Normand	
1478_Horse	16_F_5	Comtois	
1479_Horse	16_G_5	Comtois	
1480_Horse	16_H_5	Comtois	
1481_horse	16_A_6	Landais	
1482_Horse	16_B_6	Landais	
1483_Horse	16_C_6	Merens	
1484_Horse	16_D_6	Merens	
1485_horse	16_E_6	Percheron	
1486_horse	16_F_6	Percheron	
1487_Horse	16_G_6	Percheron	
1488_Horse	16_H_6	Percheron	
1489_Horse	16_A_7	Percheron	
1490_Horse	16_B_7	Trait_Mulassier	
1491_Horse	16_C_7	Trait_Mulassier	
1492_Horse	16_D_7	Trait_Mulassier	
1493_horse	16_E_7	Trait_Mulassier	
1494_Horse	16_F_7	Selle_Français	
1495_Horse	16_G_7	Selle_Français	
1496_Horse	16_H_7	Selle_Français	
1497_Horse	16_A_8	Selle_Français	
1498_Horse	16_B_8	Selle_Français	
1499_Horse	16_C_8	Selle_Français	
1500_Horse	16_D_8	Selle_Français	
1501_Horse	16_E_8	Selle_Français	
1502_Horse	16_F_8	Selle_Français	
1503_horse	16_G_8	Trait_du_Nord	
1504_horse	16_H_8	Trait_du_Nord	
1505_horse	16_A_9	Trait_du_Nord	
1506_Pig	16_B_9	BASQUE	France
1507_Pig	16_C_9	BASQUE	France
1508_Pig	16_D_9	BASQUE	France
1509_Pig	16_E_9	BASQUE	France
1510_Pig	16_F_9	BASQUE	France
1511_Pig	16_G_9	BAYEUX	France
1512_Pig	16_H_9	BAYEUX	France
1513_Pig	16_A_10	BAYEUX	France
1514_Pig	16_B_10	BAYEUX	France
1515_Pig	16_C_10	BAYEUX	France
1516_Pig	16_D_10	DUOCHAN_13	China-Europe
1517_Pig	16_E_10	DUOCHAN_13	China-Europe
1518_Pig	16_F_10	DUOCHAN_13	China-Europe
1519_Pig	16_G_10	DUOCHAN_13	China-Europe
1520_Pig	16_H_10	DUOCHAN_13	China-Europe
1521_Pig	16_A_11	DUOCHAN_13	China-Europe
1522_Pig	16_B_11	DUOCHAN_13	China-Europe
1523_Pig	16_C_11	DUOCHAN_13	China-Europe
1524_Pig	16_D_11	DUOCHAN_13	China-Europe
1525_Pig	16_E_11	DUOCHAN_13	China-Europe
1526_Pig	16_F_11	GASCON	France
1527_Pig	16_G_11	GASCON	France
1528_Pig	16_H_11	GASCON	France
1529_Pig	16_A_12	GASCON	France
1530_Pig	16_B_12	GASCON	France
1531_Pig	16_C_12	LIMOUSIN_	France
1532_Pig	16_D_12	LIMOUSIN_	France
1533_Pig	16_E_12	LIMOUSIN_	France
1534_Cattle	16_F_12	Blaarkop_(plaat_1_B10)	
1535_Cattle	16_G_12	MRY_(plaat_2_B3)	
1536_Cattle	16_H_12	MRY_(plaat_2_C3)	
1537_Pig	17_A_1	LIMOUSIN_	France
1538_Pig	17_B_1	LIMOUSIN_	France
1539_Pig	17_C_1	NUSHAN_31	China
1540_Pig	17_D_1	NUSHAN_31	China
1541_Pig	17_E_1	NUSHAN_31	China
1542_Pig	17_F_1	NUSHAN_31	China
1543_Pig	17_G_1	NUSHAN_31	China
1544_Pig	17_H_1	NUSHAN_31	China
1545_Pig	17_A_2	NUSHAN_31	China
1546_Pig	17_B_2	NUSHAN_31	China
1547_Pig	17_C_2	NUSHAN_31	China
1548_Pig	17_D_2	NUSHAN_31	China
1549_Pig	17_E_2	PBO	France
1550_Pig	17_F_2	PBO	France
1551_Pig	17_G_2	PBO	France
1552_Pig	17_H_2	PBO	France
1553_Pig	17_A_3	PBO	France
1554_Pig	17_B_3	Taî_zumu	China-Europe
1555_Pig	17_C_3	Taî_zumu	China-Europe
1556_Pig	17_D_3	Taî_zumu	China-Europe
1557_Pig	17_E_3	Taî_zumu	China-Europe
1558_Pig	17_F_3	Taî_zumu	China-Europe
1559_Pig	17_G_3	Taî_zumu	China-Europe
1560_Pig	17_H_3	Taî_zumu	China-Europe
1561_Pig	17_A_4	Taî_zumu	China-Europe
1562_Pig	17_B_4	Taî_zumu	China-Europe
1563_sheep	17_C_4	Lacaune	
1564_sheep	17_D_4	Lacaune	
1565_sheep	17_E_4	Lacaune	
1566_sheep	17_F_4	Causses_du_Lot	
1567_sheep	17_G_4	Causses_du_Lot	
1568_sheep	17_H_4	Causses_du_Lot	
1569_sheep	17_A_5	Moutons_Charollais	
1570_sheep	17_B_5	Moutons_Charollais	
1571_sheep	17_C_5	Moutons_Charollais	
1572_sheep	17_D_5	Rouge_de_lÓuest	
1573_sheep	17_E_5	Rouge_de_lÓuest	
1574_sheep	17_F_5	Rouge_de_lÓuest	
1575_sheep	17_G_5	Rouge_Roussillon	
1576_sheep	17_H_5	Rouge_Roussillon	
1577_sheep	17_A_6	Roussin	
1578_sheep	17_B_6	Roussin	
1579_sheep	17_C_6	Roussin	
1580_horse	17_D_6	arabe	
1581_horse	17_E_6	arabe	
1582_horse	17_F_6	arabe	
1583_horse	17_G_6	arabe	
1584_horse	17_H_6	arabe	
1585_horse	17_A_7	arabe	
1586_horse	17_B_7	arabe	
1587_horse	17_C_7	arabe	
1588_horse	17_D_7	arabe	
1589_horse	17_E_7	arabe	
1590_horse	17_F_7	arabe	
1591_horse	17_G_7	arabe	
1592_horse	17_H_7	arabe	
1593_horse	17_A_8	arabe	
1594_horse	17_B_8	arabe	
1595_horse	17_C_8	arabe	
1596_horse	17_D_8	arabe	
1597_horse	17_E_8	arabe	
1598_Sheep	17_F_8	Brianzola	
1599_Sheep	17_G_8	Brianzola	
1600_Sheep	17_H_8	Gentile_di_Puglia	
1601_Sheep	17_A_9	Gentile_di_Puglia	
1602_Sheep	17_B_9	Gentile_di_Puglia	
1603_Goat	17_C_9	Verzaschese	
1604_Goat	17_D_9	Verzaschese	
1605_Goat	17_E_9	Verzaschese	
1606_Goat	17_F_9	Verzaschese	
1607_Goat	17_G_9	Verzaschese	
1608_Goat	17_H_9	Orobica	
1609_Goat	17_A_10	Orobica	
1610_Goat	17_B_10	Frisa	
1611_Goat	17_C_10	Nicastrese	
1612_Goat	17_D_10	Nicastrese	
1613_Sheep	17_E_10	Alpines_Steinschaf	
1614_Sheep	17_F_10	Alpines_Steinschaf	
1615_Sheep	17_G_10	Brown_Mountain	
1616_Sheep	17_H_10	Brown_Mountain	
1617_Sheep	17_A_11	Bovec	
1618_Sheep	17_B_11	Bovec	
1619_Sheep	17_C_11	Montafoner_Steinschaf	
1620_Sheep	17_D_11	Montafoner_Steinschaf	
1621_Sheep	17_E_11	Tiroler_Steinschaf	
1622_Sheep	17_F_11	Tiroler_Steinschaf	
1623_Sheep	17_G_11	Waldschaf	
1624_Sheep	17_H_11	Waldschaf	
1625_Sheep	17_A_12	Racka	
1626_Sheep	17_B_12	Racka	
1627_Sheep	17_C_12	Bentheimer_Sheep	
1628_Sheep	17_D_12	Bentheimer_Sheep	
1629_Sheep	17_E_12	Coburg_Foxes	
1630_Sheep	17_F_12	Sarda	
1631_Sheep	17_G_12	Sarda	
1632_Sheep	17_H_12	Churra	
1633_Sheep	18_A_1	Coburg_Foxes	
1634_Sheep	18_B_1	White_horned_heathland_sheep	
1635_Sheep	18_C_1	White_horned_heathland_sheep	
1636_Sheep	18_D_1	White_hornless_heathland_scheep	
1637_Sheep	18_E_1	White_hornless_heathland_scheep	
1638_Sheep	18_F_1	East_frisian_milk_sheep	
1639_Sheep	18_G_1	East_frisian_milk_sheep	
1640_Sheep	18_H_1	Leine_sheep	
1641_Sheep	18_A_2	Leine_sheep	
1642_Sheep	18_B_2	Rhoen_sheep	
1643_Sheep	18_C_2	Rhoen_sheep	
1644_Sheep	18_D_2	White_headed_mutton_breed	
1645_Sheep	18_E_2	White_headed_mutton_breed	
1646_Sheep	18_F_2	Merino_long_wool_sheep	
1647_Sheep	18_G_2	Brown_Mountain	
1648_Sheep	18_H_2	Bovec	
1649_Sheep	18_A_3	Tiroler_Steinschaf	
1650_Sheep	18_B_3	Bentheimer_Sheep	
1651_Sheep	18_C_3	Bentheimer_Sheep	
1652_Sheep	18_D_3	Bentheimer_Sheep	
1653_Sheep	18_E_3	Bentheimer_Sheep	
1654_Sheep	18_F_3	Bentheimer_Sheep	
1655_Sheep	18_G_3	Bentheimer_Sheep	
1656_Sheep	18_H_3	Bentheimer_Sheep	
1657_Sheep	18_A_4	Bentheimer_Sheep	
1658_Sheep	18_B_4	Bentheimer_Sheep	
1659_Sheep	18_C_4	White_horned_heathland_sheep	
1660_Sheep	18_D_4	White_horned_heathland_sheep	
1661_Sheep	18_E_4	White_horned_heathland_sheep	
1662_Sheep	18_F_4	White_horned_heathland_sheep	
1663_Sheep	18_G_4	White_horned_heathland_sheep	
1664_Sheep	18_H_4	White_horned_heathland_sheep	
1665_Sheep	18_A_5	White_hornless_heathland_scheep	
1666_Sheep	18_B_5	White_hornless_heathland_scheep	
1667_Sheep	18_C_5	White_hornless_heathland_scheep	
1668_Sheep	18_D_5	White_hornless_heathland_scheep	
1669_Sheep	18_E_5	White_hornless_heathland_scheep	
1670_Sheep	18_F_5	White_hornless_heathland_scheep	
1671_Sheep	18_G_5	White_hornless_heathland_scheep	
1672_Sheep	18_H_5	East_frisian_milk_sheep	
1673_Sheep	18_A_6	East_frisian_milk_sheep	
1674_Sheep	18_B_6	East_frisian_milk_sheep	
1675_Sheep	18_C_6	East_frisian_milk_sheep	
1676_Sheep	18_D_6	East_frisian_milk_sheep	
1677_Sheep	18_E_6	Leine_sheep	
1678_Sheep	18_F_6	Leine_sheep	
1679_Sheep	18_G_6	Leine_sheep_or.	
1680_Sheep	18_H_6	Merino_long_wool_sheep	
1681_Pig	18_A_7	Castertana	Italy
1682_Pig	18_B_7	Castertana	Italy
1683_Pig	18_C_7	Castertana	Italy
1684_Pig	18_D_7	Castertana	Italy
1685_Pig	18_E_7	Castertana	Italy
1686_Pig	18_F_7	Castertana	Italy
1687_Pig	18_G_7	Castertana	Italy
1688_Pig	18_H_7	Castertana	Italy
1689_Pig	18_A_8	Castertana	Italy
1690_Pig	18_B_8	Castertana	Italy
1691_Pig	18_C_8	Cinta_senese	Italy
1692_Pig	18_D_8	Cinta_senese	Italy
1693_Pig	18_E_8	Cinta_senese	Italy
1694_Pig	18_F_8	Cinta_senese	Italy
1695_Pig	18_G_8	Cinta_senese	Italy
1696_Pig	18_H_8	Cinta_senese	Italy
1697_Pig	18_A_9	Cinta_senese	Italy
1698_Pig	18_B_9	Cinta_senese	Italy
1699_Pig	18_C_9	Cinta_senese	Italy
1700_Pig	18_D_9	Cinta_senese	Italy
1701_Pig	18_E_9	Mora_Romangnola	Italy
1702_Pig	18_F_9	Nero_Siciliano	Italy
1703_Pig	18_G_9	Nero_Siciliano	Italy
1704_Pig	18_H_9	Nero_Siciliano	Italy
1705_Pig	18_A_10	Nero_Siciliano	Italy
1706_Pig	18_B_10	Nero_Siciliano	Italy
1707_Pig	18_C_10	Nero_Siciliano	Italy
1708_Pig	18_D_10	Nero_Siciliano	Italy
1709_Pig	18_E_10	Nero_Siciliano	Italy
1710_Pig	18_F_10	Nero_Siciliano	Italy
1711_Pig	18_G_10	Nero_Siciliano	Italy
1712_Sheep	18_H_10	Veluws_heidenschaap	
1713_Sheep	18_A_11	Veluws_heidenschaap	
1714_Sheep	18_B_11	Veluws_heidenschaap	
1715_Sheep	18_C_11	Veluws_heidenschaap	
1716_Sheep	18_D_11	Veluws_heidenschaap	
1717_Sheep	18_E_11	Veluws_heidenschaap	
1718_Sheep	18_F_11	Veluws_heidenschaap	
1719_Cattle	18_G_11	Burlina	
1720_Cattle	18_H_11	Burlina	
1721_Cattle	18_A_12	Burlina	
1722_Cattle	18_B_12	Burlina	
1723_Cattle	18_C_12	Varzese	
1724_Cattle	18_D_12	Varzese	
1725_Cattle	18_E_12	Varzese	
1726_Sheep	18_F_12	Sarda	
1727_Sheep	18_G_12	Sarda	
1728_Horse	18_H_12	Losino	
1729_Cattle	19_A_1	Varzese	
1730_Cattle	19_B_1	Varzese	
1731_Pig	19_C_1	Buntes_Bentheimer_Schwein	Germany_Netherlands
1732_Pig	19_D_1	Buntes_Bentheimer_Schwein	Germany_Netherlands
1733_Pig	19_E_1	Buntes_Bentheimer_Schwein	Germany_Netherlands
1734_Pig	19_F_1	Buntes_Bentheimer_Schwein	Germany_Netherlands
1735_Pig	19_G_1	Buntes_Bentheimer_Schwein	Germany_Netherlands
1736_Cattle	19_H_1	Monchina	
1737_Cattle	19_A_2	Monchina	
1738_Cattle	19_B_2	Monchina	
1739_Cattle	19_C_2	Monchina	
1740_Sheep	19_D_2	Churra	
1741_Sheep	19_E_2	Churra	
1742_Sheep	19_F_2	Churra	
1743_Sheep	19_G_2	Churra	
1744_Sheep	19_H_2	Churra	
1745_Sheep	19_A_3	Castellana	
1746_Sheep	19_B_3	Castellana	
1747_Sheep	19_C_3	Castellana	
1748_Sheep	19_D_3	Castellana	
1749_Sheep	19_E_3	Castellana	
1750_Cattle	19_F_3	Alistana-Sanabresa	
1751_Cattle	19_G_3	Alistana-Sanabresa	
1752_Cattle	19_H_3	Alistana-Sanabresa	
1753_Cattle	19_A_4	Alistana-Sanabresa	
1754_Cattle	19_B_4	Alistana-Sanabresa	
1755_Cattle	19_C_4	Sayaguesa	
1756_Cattle	19_D_4	Sayaguesa	
1757_Cattle	19_E_4	Sayaguesa	
1758_Cattle	19_F_4	Sayaguesa	
1759_Cattle	19_G_4	Sayaguesa	
1760_Horse	19_H_4	Losina	
1761_Horse	19_A_5	Losina	
1762_Horse	19_B_5	Losina	
1763_Horse	19_C_5	Losina	
1764_Horse	19_D_5	Losina	
1765_Chicken	19_E_5	Gallina_del_Sobrarbe	
1766_Chicken	19_F_5	Gallina_del_Sobrarbe	
1767_Chicken	19_G_5	Gallina_del_Sobrarbe	
1768_Chicken	19_H_5	Gallina_del_Sobrarbe	
1769_Chicken	19_A_6	Gallina_del_Sobrarbe	
1770_Goat	19_B_6	Pirenaica	
1771_Goat	19_C_6	Pirenaica	
1772_Goat	19_D_6	Pirenaica	
1773_Goat	19_E_6	Pirenaica	
1774_Goat	19_F_6	Pirenaica	
1775_Goat	19_G_6	Multicerate_Ancestral_flock	
1776_Goat	19_H_6	Multicerate_Ancestral_flock	
1777_Goat	19_A_7	Multicerate_Ancestral_flock	
1778_Goat	19_B_7	Multicerate_Ancestral_flock	
1779_Goat	19_C_7	Multicerate_Ancestral_flock	
1780_Equus_caballus	19_D_7	Angloarabian	
1781_Equus_caballus	19_E_7	Angloarabian	
1782_Equus_caballus	19_F_7	Angloarabian	
1783_Equus_caballus	19_G_7	Angloarabian	
1784_Equus_caballus	19_H_7	Bardigiano	
1785_Equus_caballus	19_A_8	Bardigiano	
1786_Equus_caballus	19_B_8	Bardigiano	
1787_Equus_caballus	19_C_8	Bardigiano	
1788_Equus_caballus	19_D_8	Bardigiano	
1789_Equus_caballus	19_E_8	Esperia	
1790_Equus_caballus	19_F_8	Esperia	
1791_Equus_caballus	19_G_8	Esperia	
1792_Equus_caballus	19_H_8	Esperia	
1793_Equus_caballus	19_A_9	Esperia	
1794_Equus_caballus	19_B_9	Giara	
1795_Equus_caballus	19_C_9	Giara	
1796_Equus_caballus	19_D_9	Giara	
1797_Equus_caballus	19_E_9	Giara	
1798_Equus_caballus	19_F_9	Giara	
1799_Equus_caballus	19_G_9	Lipizzan	
1800_Equus_caballus	19_H_9	Lipizzan	
1801_Equus_caballus	19_A_10	Lipizzan	
1802_Equus_caballus	19_B_10	Lipizzan	
1803_Equus_caballus	19_C_10	Lipizzan	
1804_Equus_caballus	19_D_10	Maremmano	
1805_Equus_caballus	19_E_10	Maremmano	
1806_Equus_caballus	19_F_10	Maremmano	
1807_Equus_caballus	19_G_10	Maremmano	
1808_Equus_caballus	19_H_10	Maremmano	
1809_Equus_caballus	19_A_11	Monterufolino	
1810_Equus_caballus	19_B_11	Monterufolino	
1811_Equus_caballus	19_C_11	Monterufolino	
1812_Equus_caballus	19_D_11	Monterufolino	
1813_Equus_caballus	19_E_11	Monterufolino	
1814_Equus_caballus	19_F_11	Murgese	
1815_Equus_caballus	19_G_11	Murgese	
1816_Equus_caballus	19_H_11	Murgese	
1817_Equus_caballus	19_A_12	Murgese	
1818_Equus_caballus	19_B_12	Murgese	
1819_Equus_caballus	19_C_12	Sarcidano	
1820_Equus_caballus	19_D_12	Sarcidano	
1821_Equus_caballus	19_E_12	Sarcidano	
1822_sheep	19_F_12	Churra_do_Hinho	
1823_sheep	19_G_12	Churra_do_Hinho	
1824_Horse	19_H_12	Caballo_Monte_País_Vasco	
1825_Equus_caballus	20_A_1	Sarcidano	
1826_Equus_caballus	20_B_1	Sarcidano	
1827_Equus_caballus	20_C_1	Tolfetano	
1828_Equus_caballus	20_D_1	Tolfetano	
1829_Equus_caballus	20_E_1	Tolfetano	
1830_Equus_caballus	20_F_1	Tolfetano	
1831_Equus_caballus	20_G_1	Tolfetano	
1832_Cattle	20_H_1	A._Angus_(traditional_biotype)	
1833_Cattle	20_A_2	A._Angus_(traditional_biotype)	
1834_Cattle	20_B_2	A._Angus_(traditional_biotype)	
1835_Cattle	20_C_2	A._Angus_(traditional_biotype)	
1836_Cattle	20_D_2	A._Angus_(traditional_biotype)	
1837_Cattle	20_E_2	A._Angus_(traditional_biotype)	
1838_Cattle	20_F_2	A._Angus_(traditional_biotype)	
1839_Cattle	20_G_2	Creole_(Argentina)	
1840_Cattle	20_H_2	Creole_(Argentina)	
1841_Cattle	20_A_3	Creole_(Argentina)	
1842_Cattle	20_B_3	Creole_(Argentina)	
1843_Cattle	20_C_3	Creole_(Argentina)	
1844_Cattle	20_D_3	Creole_(Argentina)	
1845_Cattle	20_E_3	Herford_(traditional_biotype)	
1846_Cattle	20_F_3	Herford_(traditional_biotype)	
1847_Cattle	20_G_3	Herford_(traditional_biotype)	
1848_Cattle	20_H_3	Herford_(traditional_biotype)	
1849_Cattle	20_A_4	Herford_(traditional_biotype)	
1850_Cattle	20_B_4	Herford_(traditional_biotype)	
1851_Sheep	20_C_4	Texel	
1852_Sheep	20_D_4	Texel	
1853_Sheep	20_E_4	Texel	
1854_Sheep	20_F_4	Texel	
1855_Sheep	20_G_4	Texel	
1856_Sheep	20_H_4	Texel	
1857_Sheep	20_A_5	Linca	
1858_Sheep	20_B_5	Linca	
1859_Sheep	20_C_5	Linca	
1860_Sheep	20_D_5	Linca	
1861_Sheep	20_E_5	Linca	
1862_Sheep	20_F_5	Linca	
1863_Sheep	20_G_5	Linca	
1864_Sheep	20_H_5	Linca	
1865_Sheep	20_A_6	Linca	
1866_Sheep	20_B_6	Linca	
1867_Sheep	20_C_6	Linca	
1868_Sheep	20_D_6	Linca	
1869_Sheep	20_E_6	Linca	
1870_Sheep	20_F_6	Linca	
1871_Sheep	20_G_6	Linca	
1872_Sheep	20_H_6	Linca	
1873_Sheep	20_A_7	Linca	
1874_Sheep	20_B_7	Linca	
